,t_x,t_y,t_w,t_h
0,0.007936507936507936,0.01171875,0.061557892999433365,-0.007843177461025893
1,-0.004545454545454545,-0.007751937984496124,0.07864312731911313,0.030536723860081702
2,0.014150943396226415,0.004672897196261682,0.08149303425118301,0.08076135664445838
3,0.0045045045045045045,-0.012295081967213115,-0.009049835519917927,0.024292692569044483
4,-0.01937984496124031,0.03271028037383177,-0.07232066157962613,-0.028437935320533514
5,0.04782608695652174,-0.0196078431372549,0.008658062743114531,0.03846628082779614
6,-0.05603448275862069,0.0037593984962406013,-0.062242308877220896,0.022305757514298186
7,0.02,0.0,0.058268908123975824,-0.017094433359300068
8,-0.03819444444444445,0.011811023622047244,-0.04983237374787576,-0.04016604172533476
9,0.0,0.039603960396039604,0.018349138668196617,0.03883983331626396
10,0.024096385542168676,-0.009615384615384616,0.09201889872025219,0.01904819497069441
11,-0.04736842105263158,0.014563106796116505,0.0905140075408319,-0.049761509559063825
12,0.024509803921568627,-0.017857142857142856,0.04785602117763514,-0.018018505502678365
13,-0.015,-0.016129032258064516,0.06765864847381486,0.05236798551731594
14,-0.008849557522123894,0.04040404040404041,0.017544309650909525,-0.020408871631207123
15,0.0,-0.005555555555555556,-0.020408871631207123,0.03278982282299097
16,-0.009433962264150943,0.0,0.0,-0.07522342123758752
17,-0.021551724137931036,0.03125,-0.0996298409488413,0.008888947417245994
18,-0.011904761904761904,-0.021739130434782608,0.06899287148695142,0.083381608939051
19,0.021929824561403508,-0.021929824561403508,0.042925044717033844,0.10798863806409573
20,-0.009174311926605505,-0.004672897196261682,0.07082605256861242,0.08076135664445838
21,-0.02,-0.00390625,0.03922071315328133,-0.07290677080808779
22,0.0030864197530864196,-0.04044117647058824,0.04230237969068937,0.021819047394639673
23,-0.023148148148148147,0.005154639175257732,-0.047402238894583906,0.0502618347808883
24,0.021739130434782608,0.005,0.06317890162153167,0.08617769624105241
25,0.015625,0.005050505050505051,0.05077232537342314,0.06831924397747723
26,-0.07926829268292683,0.0,0.03593200922606337,0.0
27,0.022321428571428572,0.016853932584269662,0.043675063502661635,-0.011299555253933394
28,0.005813953488372093,0.05752212389380531,0.034289073478632165,-0.06394872460027341
29,-0.02702702702702703,0.022727272727272728,0.01785761740000647,0.06595796779179737
30,0.0,0.030973451327433628,0.03960913809504588,-0.12221763272424915
31,0.0043859649122807015,0.009345794392523364,-0.00881062968215492,-0.05770831762064673
32,-0.013888888888888888,-0.009259259259259259,0.027398974188114347,0.03636764417087479
33,0.030303030303030304,-0.004545454545454545,0.07770898432731632,-0.009132483563272474
34,-0.024271844660194174,-0.04285714285714286,0.02871010588243136,-0.048790164169432056
35,0.012711864406779662,0.0,-0.00851068966790862,-0.05826890812397576
36,-0.0045045045045045045,-0.009615384615384616,0.026668247082161273,-0.019418085857101627
37,0.015625,-0.02577319587628866,0.08961215868968714,0.0696799206379898
38,0.0,-0.019801980198019802,-0.04959694113937206,-0.020000666706669543
39,0.0,0.0,-0.08004270767353637,-0.019418085857101627
40,0.0,-0.03608247422680412,0.03603993648319687,0.08872811560868422
41,-0.029411764705882353,-0.004807692307692308,0.12861737782209354,-0.009661910911736859
42,0.0,0.0472972972972973,0.02061928720273561,0.13858616328614673
43,0.009708737864077669,-0.04040404040404041,0.03809984623227038,0.058840500022933395
44,0.059782608695652176,-0.010752688172043012,0.010810916104215676,0.0
45,0.048672566371681415,-0.01694915254237288,-0.02690745291992438,-0.05218575317057019
46,0.020202020202020204,0.036458333333333336,0.058840500022933395,0.05077232537342314
47,-0.01948051948051948,-0.0056179775280898875,0.03822121282019767,0.09633110893843211
48,-0.008771929824561403,0.00980392156862745,0.034486176071169404,0.09352605801082355
49,-0.020618556701030927,0.0,0.0404095383378767,0.10648348040245013
50,-0.004629629629629629,0.009900990099009901,0.027398974188114347,0.07622736538788431
51,0.0380952380952381,-0.04395604395604396,-0.058840500022933465,0.0842603436177398
52,-0.02702702702702703,0.015,0.01785761740000647,0.009950330853168092
53,0.04736842105263158,0.0196078431372549,0.0905140075408319,-0.060624621816434854
54,0.00423728813559322,0.004310344827586207,0.07350246199292652,0.025533302005164845
55,0.0,0.0049504950495049506,-0.03419136474827931,0.08535984895115685
56,0.0,0.017241379310344827,0.02298951822469878,0.05588045839445663
57,0.009900990099009901,0.042105263157894736,0.0,-0.06524052186840097
58,-0.007575757575757576,0.007575757575757576,0.058840500022933395,0.058840500022933395
59,0.016304347826086956,-0.003937007874015748,0.03208831455150045,-0.04016604172533476
60,0.00510204081632653,0.0,-0.01025650016718911,0.020000666706669435
61,-0.016129032258064516,0.004424778761061947,0.05236798551731594,0.026202372394024117
62,-0.04285714285714286,-0.010416666666666666,-0.11066556788751943,0.0
63,0.004545454545454545,-0.04945054945054945,-0.009132483563272474,0.11411330676742105
64,-0.056179775280898875,0.02717391304347826,0.10648348040245013,-0.03315220731690051
65,0.010309278350515464,-0.017699115044247787,0.0,0.017544309650909525
66,0.05555555555555555,0.0,0.010050335853501506,-0.04348511193973878
67,-0.03333333333333333,0.008771929824561403,0.028170876966696224,-0.05406722127027582
68,0.053763440860215055,0.008333333333333333,0.0,-0.05129329438755058
69,-0.004629629629629629,0.008771929824561403,-0.10742024862083688,-0.03571808260207923
70,-0.019230769230769232,0.029411764705882353,-0.08004270767353637,-0.060624621816434854
71,0.03125,0.025,-0.04255961441879589,-0.03390155167568134
72,0.030303030303030304,0.040983606557377046,0.058840500022933395,-0.016529301951210582
73,0.02608695652173913,-0.04090909090909091,0.03419136474827934,0.09531017980432493
74,0.03125,-0.03333333333333333,0.030771658666753687,0.08004270767353636
75,0.015384615384615385,0.0,0.04512043528046964,-0.05505977718302743
76,0.0037593984962406013,0.004424778761061947,0.03690455693545098,-0.00888894741724604
77,-0.006993006993006993,-0.003787878787878788,-0.10303222589823519,0.007547205635382904
78,0.03543307086614173,0.011627906976744186,0.038614836127779516,-0.007782140442054963
79,0.041666666666666664,0.020134228187919462,0.04879016416943204,0.0
80,0.004273504273504274,-0.00423728813559322,0.058107630807280757,0.07350246199292652
81,0.0,-0.004132231404958678,0.11679926774625068,0.04049136135473699
82,0.013761467889908258,0.0,-0.009216655104923952,0.05406722127027579
83,-0.003676470588235294,-0.03389830508474576,0.021819047394639673,0.112117298120706
84,0.05188679245283019,0.00423728813559322,0.08149303425118301,0.02510592113107626
85,-0.00847457627118644,0.004132231404958678,0.01680711831638119,-0.05959209720224566
86,0.017699115044247787,-0.01834862385321101,0.05173567439918889,0.03603993648319687
87,0.004464285714285714,0.004132231404958678,0.008888947417245994,-0.042200354490376416
88,0.022321428571428572,0.02403846153846154,0.09368548407732304,0.04695698308777108
89,0.0,-0.011450381679389313,0.0,-0.08770558041910557
